"Supervisor: Hardt /David E","","","","","","","","","","","","","","",""
"P065003","King Fahd Univ. Of Petroleum And Mineral","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","","Date","Date","Staff","","","","","","","","Balance",""
"3978635","AGMT.","King Fahd","6920083","R1-Ce-08-3","","08/01/2009","12/31/2011","0","","","0","0","0","169,715","169,715","0","6920083"
"","DTD.","University of","","","","","","","","","","","","","","",""
"","6/19/08","Petroleum","","","","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","","",""
"3978635","AGMT.","King Fahd","6921882","Fabricated","","03/01/2010","07/31/2011","","","","0","","0","10,264","10,264","0","6921882"
"","DTD.","University of","","Equipment -","","","","","","","","","","","","",""
"","6/19/08","Petroleum","","Micro Contact Pri","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","","",""
"3978635","AGMT.","King Fahd","6925720","R14-Dmn-11Large","01/01/2012","07/31/2015","108,153","1,333","486","132,693","75,209","317,875","998,750","656,916","341,834","6925720"
"","DTD.","University of","","Area","High Rate","","","","","","","","","","","",""
"","6/19/08","Petroleum","","Micro C","","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","","",""
"3978635","AGMT.","King Fahd","6927728","Fabricated","","01/01/2013","07/30/2015","","","","5,888","","5,888","40,000","20,074","19,926","6927728"
"","DTD.","University of","","Equipment-Uflex","","","","","","","","","","","",""
"","6/19/08","Petroleum","","Machine","","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","108,153","1,333","486","138,581","75,209","323,763","1,218,729","856,969","361,761",""
"Supervisor: Hart /Anastasios John","","","","","","","","","","","","","",""
"P065006","Mechanical Engineering (Ras) C","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","","Date","Date","Staff","","","","","","","","Balance",""
"6926026","G4P-45021","Procter &","6926026","Injection Molded","06/01/2012","05/31/2014","0","","","0","0","0","32,541","32,541","0","6926026"
"","44588","Gamble","","Plastic Razor","","","","","","","","","","","","",""
"","","Company","","Engineeri","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","","","0","0","0","32,541","32,541","0",""
"","","","","","","","Page 18 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Supervisor: Hart /Douglas","","","","","","","","","","","","","",""
"P065005","Mechanical Engineering (Ras) B","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6917480","CHEVRON","Chevron","6927257","Hart Child","01/01/2008","06/30/2014","18,263","0","0","10,803","10,227","39,292","73,721","68,476","5,245","6927257"
"","MITEI","Energy","","Account Of","","","","","","","","","","","",""
"","SUSTAININ","Technology","","6924088","","","","","","","","","","","",""
"","G ME","Company","","","","","","","","","","","","","",""
"6924753","PO","Lincoln","6924753","Auv System","09/01/2011","08/31/2013","0","0","0","-7,741","-4,698","-12,439","165,112","165,112","0","6924753"
"","7000167206","Laboratory","","Modification For","","","","","","","","","","","",""
"","","","","Long Enduran","","","","","","","","","","","",""
"6924753","PO","Lincoln","6925300","Fabeq:","02/06/2012","08/31/2013","","","","0","","0","33,648","33,648","0","6925300"
"","7000167206","Laboratory","","Unmanned","","","","","","","","","","","",""
"","","","","Underwater","","","","","","","","","","","",""
"","","","","Vehicle (Uuv)","","","","","","","","","","","",""
"6926977","7000214572","Lincoln","6926977","Investigation And","09/01/2012","12/31/2013","10,490","14,901","4,257","48,633","38,894","117,175","197,413","197,413","0","6926977"
"","","Laboratory","","Development Of","","","","","","","","","","","",""
"","","","","An Alum","","","","","","","","","","","",""
"6929057","7000259332","Lincoln","6929057","Design,","09/04/2013","12/31/2014","14,464","5,661","1,237","54,295","36,990","112,646","200,000","112,646","87,354","6929057"
"","","Laboratory","","Fabrication, &","","","","","","","","","","","",""
"","","","","Testing Of An Alu","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","43,216","20,562","5,493","105,989","81,413","256,674","669,895","577,296","92,599",""
"Supervisor: Heywood /John B","","","","","","","","","","","","","",""
"P065002","Mech Engineering Research Admin Services","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6917065","FORD-MIT","Ford Motor","6917070","Future Vehicles","04/01/2008","03/31/2010","0","0","0","0","0","0","422,877","422,877","0","6917070"
"","ALLIANCE","Company","","And Fuels:","","","","","","","","","","","",""
"","AGREEME","","","Nearer And Lo","","","","","","","","","","","",""
"","NT","","","","","","","","","","","","","","",""
"P065006","Mechanical Engineering (Ras) C","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6899856","LFEE06-024","Concawe","6899856","Before A","04/01/2006","03/31/2014","0","34,187","6,869","6,922","26,868","74,845","650,000","643,226","6,774","6899856"
"","","","","Transition To","","","","","","","","","","","",""
"","","","","Hydrogen","","","","","","","","","","","",""
"","","","","Transpor","","","","","","","","","","","",""
"6924730","DE-EE0005","DOE-NETL","6924730","High","09/01/2011","01/15/2015","15,822","77,184","17,953","26,787","80,395","218,141","962,497","754,647","207,850","6924730"
"","444","","","Compression","","","","","","","","","","","",""
"","","","","Ratio Turbo","","","","","","","","","","","",""
"","","","","Gasoline En","","","","","","","","","","","",""
"","","","","","","Page 19 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924730","DE-EE0005","DOE-NETL","6928351","Period 3 Funding:","09/01/2011","01/15/2014","","","","","","0","0","0","0","6928351"
"","444","","","Restricted Until","","","","","","","","","","","",""
"","","","","Appro","","","","","","","","","","","",""
"6925205","3002219006","University of","6925205","Cerc-Cv: U.S.","10/01/2010","03/31/2014","","","","","","0","0","0","0","6925205"
"","","Michigan","","-China Clean","","","","","","","","","","","",""
"","","","","Energy Resear","","","","","","","","","","","",""
"6925205","3002219006","University of","6925547","Cerc-Cvc: Period","10/01/2010","03/31/2014","","-17,137","-6,255","0","-14,152","-37,543","0","388","-388","6925547"
"","","Michigan","","1 & 2","","","","","","","","","","","",""
"6925205","3002219006","University of","6925645","Cerc-Cvc:","10/01/2010","03/31/2014","5,783","5,474","465","6,031","7,294","25,048","190,923","190,896","27","6925645"
"","","Michigan","","Heywood Yr 1-2","","","","","","","","","","","",""
"6925205","3002219006","University of","6929521","Cerc-Cvc: Year 3","04/01/2013","03/31/2014","","","","","","0","0","0","0","6929521"
"","","Michigan","","Partial","","","","","","","","","","","",""
"6925205","3002219006","University of","6929522","Cerc-Cvc,","04/01/2013","03/31/2014","11,262","15,021","1,277","12,887","17,777","58,223","59,099","58,223","876","6929522"
"","","Michigan","","Heywood, Year 3","","","","","","","","","","","",""
"6925205","3002219006","University of","6929601","Cerc-Cvc: Year 4","04/01/2014","09/30/2015","","","","","","0","0","0","0","6929601"
"","","Michigan","","","","","","","","","","","","","",""
"6925205","3002219006","University of","6929602","Cerc-Cvc,","04/01/2014","09/30/2015","4,870","6,957","1,137","4,845","7,844","25,653","64,286","25,653","38,632","6929602"
"","","Michigan","","Heywood, Year 4","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","37,737","121,686","21,446","57,473","126,026","364,367","2,349,681","2,095,909","253,772",""
"Supervisor: Hogan /Neville","","","","","","","","","","","","","",""
"P065006","Mechanical Engineering (Ras) C","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6925814","PO#124028","Sandia","6925814","Effects Of Load,","05/09/2012","06/30/2013","-5,148","-6,625","-2,319","-4,878","-8,313","-27,283","253,934","253,934","-0","6925814"
"","7 UNDER","National","","Fatigue And","","","","","","","","","","","",""
"","611557","Laboratories","","Support On","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","-5,148","-6,625","-2,319","-4,878","-8,313","-27,283","253,934","253,934","-0",""
"Supervisor: Hosoi /Anette E","","","","","","","","","","","","","",""
"P065002","Mech Engineering Research Admin Services","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"2740621","CHEVRON-","Chevron","6917476","E3 (Upp Pded)","01/01/2008","06/30/2009","0","","","0","0","0","23,000","23,000","-0","6917476"
"","MIT UPP","Energy","","Biologically","","","","","","","","","","","",""
"","AGR. FOR","Technology","","Inspired Mech","","","","","","","","","","","",""
"","PD","Company","","","","","","","","","","","","","",""
"P065006","Mechanical Engineering (Ras) C","","","","","","","","","","","","",""
"","","","","","","Page 20 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922167","CMMI-0970","NSF","6922167","Collaborative","06/01/2010","08/31/2013","3,299","27,056","7,815","1,507","27,013","66,690","298,563","298,563","0","6922167"
"","017","","","Research:","","","","","","","","","","","",""
"","","","","Optimal Gaits An","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6923206","Mit/Battelle","07/01/2011","06/30/2015","","","","","","0","30,315","0","30,315","6923206"
"","RACT","Memorial","","Postdoctoral","","","","","","","","","","","",""
"","NUMBER","Institute","","Associate Prog","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6924082","Mit/Battelle","07/01/2011","08/10/2013","","5,029","1,836","149","3,928","10,941","187,316","187,316","0","6924082"
"","RACT","Memorial","","Postdoc Child A","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6924083","Mit/Battelle","07/01/2011","06/30/2013","","0","0","904","506","1,411","188,976","188,976","-0","6924083"
"","RACT","Memorial","","Postdoc Child B","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6925182","Mit/Battelle","04/01/2012","06/30/2014","","16,745","6,112","0","12,800","35,656","208,094","172,665","35,429","6925182"
"","RACT","Memorial","","Postdoc Child C","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6925183","Mit/Battelle","04/01/2012","06/30/2014","","45,467","16,595","569","35,073","97,704","208,094","180,682","27,412","6925183"
"","RACT","Memorial","","Postdoc Child D","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6927455","Mit/Battelle","04/01/2013","06/30/2015","","34,815","12,707","","26,613","74,135","202,073","96,203","105,869","6927455"
"","RACT","Memorial","","Postdoc Child E","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6927456","Mit/Battelle","04/01/2013","06/30/2015","","33,211","12,122","2,199","26,618","74,151","202,073","74,151","127,922","6927456"
"","RACT","Memorial","","Postdoc Child F","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6929693","Mit/Battelle","06/01/2014","06/30/2015","","","","","","0","98,394","0","98,394","6929693"
"","RACT","Memorial","","Postdoc Child G","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6923206","SUBCONT","Battelle","6929694","Mit/Battelle","06/01/2014","06/30/2015","","","","","","0","98,394","0","98,394","6929694"
"","RACT","Memorial","","Postdoc Child H","","","","","","","","","","","",""
"","NUMBER","Institute","","","","","","","","","","","","","",""
"","242122","","","","","","","","","","","","","","",""
"6924070","W911NF-11","Army","6924070","Enabling Novel","03/02/2011","06/14/2013","0","-2,817","-1,000","-594","-2,577","-6,988","885,164","885,164","-0","6924070"
"","-C-0201","Research","","Minimally-Actuate","","","","","","","","","","","",""
"","","Office","","d Roboti","","","","","","","","","","","",""
"","","","","","","Page 21 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6926124","W911NF-12","Army","6926124","Developing Novel","07/16/2012","12/15/2014","34,846","-4,284","-1,236","23,987","17,756","71,069","240,000","159,429","80,571","6926124"
"","-1-0290","Research","","Frameworks For","","","","","","","","","","","",""
"","","Office","","Many-Bod","","","","","","","","","","","",""
"6927536","W31P4Q-13","Army","6927536","Hydraulic","03/15/2013","03/15/2015","0","0","0","45,433","14,000","59,433","265,482","59,433","206,049","6927536"
"","-1-0013","Contracting","","Actuation For","","","","","","","","","","","",""
"","","Command -","","Micro-Scale Robo","","","","","","","","","","","",""
"","","Redstone","","","","","","","","","","","","","",""
"6927536","W31P4Q-13","Army","6927666","Hamr: Hosoi Child","03/15/2013","03/15/2015","24,447","20,990","7,573","32,603","35,844","121,457","428,190","122,630","305,560","6927666"
"","-1-0013","Contracting","","","","","","","","","","","","","",""
"","","Command -","","","","","","","","","","","","","",""
"","","Redstone","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","62,592","176,211","62,524","106,757","197,574","605,658","3,564,128","2,448,211","1,115,917",""
"Supervisor: Hover /Franz S","","","","","","","","","","","","","",""
"P065005","Mechanical Engineering (Ras) B","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"2740621","CHEVRON-","Chevron","6924512","Chevron Upp:","09/01/2007","12/31/2014","11,988","5,869","","32,899","22,374","73,130","139,600","96,772","42,828","6924512"
"","MIT UPP","Energy","","E1 Sub-Project:","","","","","","","","","","","",""
"","AGR. FOR","Technology","","Developm","","","","","","","","","","","",""
"","PD","Company","","","","","","","","","","","","","",""
"2740621","CHEVRON-","Chevron","6924736","Fab Eq: Ocean","01/01/2011","06/30/2013","","","","162","","162","49,800","49,800","0","6924736"
"","MIT UPP","Energy","","Glider","","","","","","","","","","","",""
"","AGR. FOR","Technology","","","","","","","","","","","","","",""
"","PD","Company","","","","","","","","","","","","","",""
"2740621","CHEVRON-","Chevron","6925830","E12 Upp Pdep:","01/01/2012","12/31/2014","20,238","0","0","27,731","17,788","65,756","99,714","94,989","4,725","6925830"
"","MIT UPP","Energy","","Robotic And","","","","","","","","","","","",""
"","AGR. FOR","Technology","","Autonomous Dec","","","","","","","","","","","",""
"","PD","Company","","","","","","","","","","","","","",""
"2740621","CHEVRON-","Chevron","6926727","Fab-Eq:","10/01/2012","12/31/2014","","","","76","","76","40,286","35,587","4,699","6926727"
"","MIT UPP","Energy","","Underwater","","","","","","","","","","","",""
"","AGR. FOR","Technology","","Manipulator","","","","","","","","","","","",""
"","PD","Company","","System","","","","","","","","","","","",""
"2740621","CHEVRON-","Chevron","6929599","Fab Eq: Nitinol","04/01/2014","12/31/2014","","","","0","","0","10,600","0","10,600","6929599"
"","MIT UPP","Energy","","Underwater Glider","","","","","","","","","","","",""
"","AGR. FOR","Technology","","","","","","","","","","","","","",""
"","PD","Company","","","","","","","","","","","","","",""
"6920416","10025393","University of","6920416","Intelligent","08/01/2009","07/31/2014","31,968","0","0","37,443","32,508","101,919","496,481","492,484","3,997","6920416"
"","","Southern","","Coordination And","","","","","","","","","","","",""
"","","California","","Adaptive Cl","","","","","","","","","","","",""
"","","","","","","Page 22 of 67, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6920416","137760","University of","6926002","Fab Eq:","06/01/2012","07/31/2012","","","","0","","0","14,105","14,105","0","6926002"
"","","Southern","","Autonomous Boat","","","","","","","","","","","",""
"","","California","","Testing System","","","","","","","","","","","",""
"6924993","N00014-12-","Navy - ONR","6924993","Extended","10/01/2011","09/30/2015","29,586","20,888","6,063","96,262","76,792","229,591","540,754","425,981","114,773","6924993"
"","1-0093","","","Capabilities For","","","","","","","","","","","",""
"","","","","The Hauv Ship-","","","","","","","","","","","",""
"6926398","CNS-12125","NSF","6926398","Nets: Large:","08/01/2012","07/30/2015","35,026","","","72,274","46,704","154,005","237,229","256,444","-19,215","6926398"
"","97","","","Collaborative","","","","","","","","","","","",""
"","","","","Research: Exp","","","","","","","","","","","",""
"6926398","CNS-12125","NSF","6927124","Fab Eq: Nsf","01/01/2013","03/31/2013","","","","0","0","0","5,067","5,067","0","6927124"
"","97","","","Robotic Kayak","","","","","","","","","","","",""
"","","","","System","","","","","","","","","","","",""
"P065007","Mechanical Engineering (Ras) D","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6916013","AGREEME","National","6916149","Censam Phase Ii","01/01/2013","12/31/2014","15,425","","","23,278","15,305","54,009","0","54,009","-54,009","6916149"
"","NT DATED","Research","","- Hover","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","144,232","26,757","6,063","290,125","211,472","678,648","1,633,637","1,525,239","108,398",""
"Supervisor: Hunter /Ian","","","","","","","","","","","","","",""
"P065007","Mechanical Engineering (Ras) D","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6923220","ATTN:","Sanofi US","6923220","A Linear","12/09/2010","04/30/2014","61,751","56,407","19,081","109,318","105,727","352,285","1,630,000","1,630,892","-892","6923220"
"","MARK","Service Inc","","Lorentz-Force","","","","","","","","","","","",""
"","NELLIGAN","","","Actuated","","","","","","","","","","","",""
"","- AGMT","","","Needle-F","","","","","","","","","","","",""
"6923220","ATTN:","Sanofi US","6927860","Anticipated","03/09/2013","04/30/2014","","","","","","0","0","0","0","6927860"
"","MARK","Service Inc","","Further Jet","","","","","","","","","","","",""
"","NELLIGAN","","","Injection Studie","","","","","","","","","","","",""
"","- AGMT","","","","","","","","","","","","","","",""
"6928133","AGMT.","Minnesota","6928133","Debridement","04/09/2013","03/31/2014","24,507","29,561","10,790","60,235","59,909","185,000","185,000","185,000","0","6928133"
"","DTD. 7/1/13","Mining &","","Using Linear","","","","","","","","","","","",""
"","","Manufacturin","","Lorentz-Force A","","","","","","","","","","","",""
"","","g Company","","","","","","","","","","","","","",""
"","","(3M)","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","86,257","85,968","29,870","169,553","165,636","537,285","1,815,000","1,815,892","-892",""
"","","","","","","Page 23 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Supervisor: Jones /Lynette A","","","","","","","","","","","","","",""
"P065007","Mechanical Engineering (Ras) D","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922315","IIS-1016998","NSF","6922315","Hcc-Small:","08/15/2010","07/31/2013","0","2,417","882","-45","2,227","5,480","500,000","500,000","0","6922315"
"","","","","Tactile","","","","","","","","","","","",""
"","","","","Communication","","","","","","","","","","","",""
"","","","","In Huma","","","","","","","","","","","",""
"6923220","ATTN:","Sanofi US","6927859","Human Ji Studies","03/01/2013","04/30/2014","43,664","60,675","19,648","75,099","78,496","277,581","400,000","403,384","-3,384","6927859"
"","MARK","Service Inc","","","","","","","","","","","","","",""
"","NELLIGAN","","","","","","","","","","","","","","",""
"","- AGMT","","","","","","","","","","","","","","",""
"6928503","IIS-1318215","NSF","6928503","Hcc:Small:Therma","08/15/2013","07/31/2016","","24,711","9,020","2,026","20,024","55,781","491,915","55,781","436,134","6928503"
"","","","","l Displays In","","","","","","","","","","","",""
"","","","","Human Comp","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","43,664","87,803","29,549","77,079","100,746","338,843","1,391,915","959,165","432,750",""
"Supervisor: Kamm /Roger Dale","","","","","","","","","","","","","",""
"P065000","Mechanical Engineering","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6891363","Child Account Of","09/01/2000","12/31/2002","","0","0","0","0","0","142,065","142,065","-0","6891363"
"","EFF.","De Nemours","","6890450:","","","","","","","","","","","",""
"","12/10/99","& Company","","Micormechanica","","","","","","","","","","","",""
"P065006","Mechanical Engineering (Ras) C","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6916013","AGREEME","National","6916051","Biosym: Kamm","10/01/2008","12/31/2013","7,992","6,231","2,274","21,663","20,348","58,509","11,042","927,401","-916,359","6916051"
"","NT DATED","Research","","","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"6916013","AGREEME","National","6916097","Biosym A","07/01/2009","09/30/2013","","","","782","0","782","127,110","127,892","-782","6916097"
"","NT DATED","Research","","Subcontrac To","","","","","","","","","","","",""
"","9/18/07","Foundation","","Harvard: Single-M","","","","","","","","","","","",""
"6916013","AGREEME","National","6916156","Biosym Phase Ii","01/01/2014","12/31/2018","16,091","37,974","12,164","7,574","37,408","111,211","0","111,211","-111,211","6916156"
"","NT DATED","Research","","Kamm","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"6927842","1-R33-CA17","NIH","6927842","Microfluidic 3D","02/10/2013","08/31/2014","37,863","28,800","8,694","86,476","66,189","228,023","384,136","259,573","124,563","6927842"
"","4550-01","","","Assays For","","","","","","","","","","","",""
"","REVISED","","","Metastatic Ca","","","","","","","","","","","",""
"6928039","4500001279","Boston","6928039","Modeling","04/16/2013","03/31/2015","","","","","","0","0","0","0","6928039"
"","","University","","Bi-Directional","","","","","","","","","","","",""
"","","","","Signaling And Cy","","","","","","","","","","","",""
